Path,Cycles,Box 0 volume,Box 0 energy,Box 0 pressure,Box 0 mol 0,Box 0 mol 1,Box 0 mol 2,Box 0 mol 3,Box 0 mol 4,Box 0 mol 5,Box 0 mol 6,Box 0 mol 7,Box 1 volume,Box 1 energy,Box 1 pressure,Box 1 mol 0,Box 1 mol 1,Box 1 mol 2,Box 1 mol 3,Box 1 mol 4,Box 1 mol 5,Box 1 mol 6,Box 1 mol 7
simulations/P1-T4-X0/2,34543,0.000000,-4679.170968,9.693399,0.699881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,280183.872904,-27168.636508,198.029446,79.300119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T4-X0/1,32352,0.000000,-9425.393460,20.882285,1.410639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59959.436409,-129017.060305,420.627537,78.589361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T4-X0/2,36871,0.000000,-8673.163339,18.846089,1.295218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,87233.696008,-78825.595997,402.295196,78.704782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T4-X0/1,27809,0.000000,-12368.401166,26.887914,1.843072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28788.480657,-190453.100076,726.979455,78.156928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T4-X0/2,29395,0.000000,-11426.074191,24.485939,1.717503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27218.868004,-200536.080286,780.165632,78.282497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T5-X0/1,35653,0.000000,-893.559876,2.133942,0.139652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,735493.875216,-9506.848723,99.763861,79.860348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T5-X0/2,41594,0.000000,-1085.538747,2.618961,0.167284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,737410.603816,-9562.491901,99.710887,79.832716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T5-X0/1,34409,0.000000,-1578.978636,3.781604,0.247958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,339517.882053,-20292.808225,199.190625,79.752042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T5-X0/2,38879,0.000000,-2039.311424,4.830057,0.310296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,341158.450820,-20263.366573,198.661110,79.689704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T5-X0/1,34399,0.000000,-3139.169440,8.476822,0.484433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,143812.308026,-46061.789383,398.236285,79.515567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T5-X0/2,37969,0.000000,-2953.288429,7.146238,0.459533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,146490.710193,-45023.897206,401.824015,79.540467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T5-X0/1,37005,0.000000,-4883.347254,11.659737,0.754628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47538.323469,-120899.114039,817.404784,79.245372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T5-X0/2,36962,0.000000,-4938.540043,11.829007,0.758103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48664.874349,-118656.201640,801.304815,79.241897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T6-X0/1,36014,0.000000,-284.559979,0.801219,0.045621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,850442.490216,-7416.342432,100.402608,79.954379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T6-X0/2,38154,0.000000,-282.603474,0.742618,0.045028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,846287.237347,-7467.211240,99.512204,79.954972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T6-X0/1,36069,0.000000,-621.949544,1.739167,0.099670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,408058.583526,-15200.346641,200.462011,79.900330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T6-X0/2,36854,0.000000,-525.442634,1.414637,0.084740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,406289.015964,-15298.485931,199.432331,79.915260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T6-X0/1,37592,0.000000,-1218.725062,3.417935,0.194217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,188799.063243,-32211.205842,403.943345,79.805783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T6-X0/2,36632,0.000000,-1213.003392,3.266679,0.188742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,187549.085397,-32414.147221,400.374614,79.811258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T6-X0/1,37233,0.000000,-2476.007314,6.694792,0.382510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79321.047330,-72195.892944,804.592331,79.617490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T6-X0/2,31870,0.000000,-1720.518125,4.769242,0.276624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80124.403071,-71812.579542,799.489609,79.723376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T7-X0/1,35214,0.000000,-95.693810,0.343951,0.016130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,985868.598426,-5804.870700,99.542552,79.983870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T7-X0/2,39653,0.000000,-100.838298,0.315461,0.016997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,985070.296763,-5710.956110,99.942202,79.983003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T7-X0/1,42549,0.000000,-228.694559,0.723230,0.037604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,483527.141502,-11769.339895,200.167983,79.962396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T7-X0/2,37339,0.000000,-200.995590,0.627480,0.033531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,484483.771430,-11778.381842,200.842269,79.966469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T7-X0/1,36836,0.000000,-361.871701,1.180239,0.060511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,232116.966888,-24064.885308,399.311616,79.939489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T7-X0/2,36030,0.000000,-435.718205,1.410011,0.072689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,232553.740808,-24012.404582,398.472023,79.927311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T7-X0/1,39473,0.000000,-696.908498,2.251869,0.115117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109949.171394,-49636.263471,799.841839,79.884883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T7-X0/2,38791,0.000000,-724.678115,2.496001,0.120157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,108202.398909,-49838.831842,798.026146,79.879843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T0-X1/1,39280,0.000000,-94.140476,0.164134,0.000000,0.016930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19994793.939577,-658.367844,2.495201,0.000000,79.983070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T0-X1/2,40925,0.000000,-103.787323,0.164808,0.000000,0.018473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19956215.714424,-640.646108,2.507028,0.000000,79.981527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T0-X1/1,37558,0.000000,-173.471007,0.315334,0.000000,0.031178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9909184.527084,-1421.774960,5.006148,0.000000,79.968822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T0-X1/2,36178,0.000000,-521.428011,0.844246,0.000000,0.086600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9907454.026038,-1310.114461,4.996474,0.000000,79.913400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T0-X1/1,36127,0.000000,-404.805021,0.680428,0.000000,0.070529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4875673.439379,-2656.934459,10.001731,0.000000,79.929471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T0-X1/2,36818,0.000000,-349.396929,0.608820,0.000000,0.062035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4876235.483179,-2602.107854,10.014142,0.000000,79.937965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T0-X1/1,42216,0.000000,-1169.199551,1.974686,0.000000,0.200114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2353433.685865,-5579.668541,20.030707,0.000000,79.799886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T0-X1/2,41531,0.000000,-764.835643,1.327619,0.000000,0.134189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2366773.197878,-5581.956101,19.918261,0.000000,79.865811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T1-X1/1,41312,0.000000,-94.614119,0.188888,0.000000,0.016581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10734912.154204,-1049.243651,5.002205,0.000000,79.983419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T1-X1/2,43440,0.000000,-101.466059,0.184594,0.000000,0.018163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10716041.017528,-1049.586286,4.993498,0.000000,79.981837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T1-X1/1,42048,0.000000,-225.336710,0.444975,0.000000,0.039003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5335800.898704,-2121.674625,9.958994,0.000000,79.960997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T1-X1/2,35999,0.000000,-144.015764,0.282148,0.000000,0.026417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5309592.049860,-2131.464675,10.011253,0.000000,79.973583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T1-X1/1,35405,0.000000,-428.847683,0.779019,0.000000,0.074368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2595327.584547,-4155.889106,20.014691,0.000000,79.925632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T1-X1/2,38822,0.000000,-203.014360,0.404837,0.000000,0.038689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2594760.331444,-4364.081674,19.930731,0.000000,79.961311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T1-X1/1,35846,0.000000,-333.631161,0.650221,0.000000,0.062434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1226914.002539,-9398.471993,40.154483,0.000000,79.937566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T1-X1/2,38833,0.000000,-565.295425,1.059910,0.000000,0.100147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1225518.267397,-8984.122827,40.020920,0.000000,79.899853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T2-X1/1,44572,0.000000,-53.643606,0.119455,0.000000,0.010186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5115462.695800,-1934.944399,11.262638,0.000000,79.989814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T2-X1/2,43148,0.000000,-129.719818,0.262877,0.000000,0.022944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5123365.807237,-1871.211130,11.183032,0.000000,79.977056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T2-X1/1,35821,0.000000,-124.553675,0.280992,0.000000,0.023813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2506117.020754,-3890.093973,22.520573,0.000000,79.976187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T2-X1/2,33586,0.000000,-239.281901,0.475595,0.000000,0.041684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2508823.328352,-3969.347285,22.536206,0.000000,79.958316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T2-X1/1,38452,0.000000,-299.742491,0.626051,0.000000,0.055082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1206973.639010,-8329.101078,45.030829,0.000000,79.944918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T2-X1/2,40287,0.000000,-312.478944,0.675078,0.000000,0.056693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1204030.154551,-8177.250238,45.268936,0.000000,79.943307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T2-X1/1,43136,0.000000,-631.291382,1.306541,0.000000,0.112342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,545199.373181,-17964.288546,89.399513,0.000000,79.887658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T2-X1/2,36931,0.000000,-567.151297,1.178331,0.000000,0.102028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,539514.031692,-18243.088080,89.576303,0.000000,79.897972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T3-X1/1,43971,0.000000,-58.658602,0.143668,0.000000,0.010825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2364367.358321,-3647.868320,26.180323,0.000000,79.989175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T3-X1/2,43107,0.000000,-64.067919,0.155338,0.000000,0.011854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2358283.237267,-3736.536565,26.304579,0.000000,79.988146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T3-X1/1,36859,0.000000,-107.226271,0.267367,0.000000,0.021080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1141250.222935,-7746.243447,52.254643,0.000000,79.978920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T3-X1/2,37403,0.000000,-103.056995,0.253343,0.000000,0.019357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1138107.575736,-7611.129277,52.447775,0.000000,79.980643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T3-X1/1,40246,0.000000,-209.356322,0.555313,0.000000,0.040675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,527733.429615,-16407.792881,105.439685,0.000000,79.959325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T3-X1/2,43093,0.000000,-233.142722,0.559985,0.000000,0.043511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,525811.823771,-16645.909674,104.375377,0.000000,79.956489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T3-X1/1,38319,0.000000,-372.512243,0.890140,0.000000,0.071479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,204630.529295,-42253.250294,210.543358,0.000000,79.928521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P3-T3-X1/2,33820,0.000000,-513.492670,1.202817,0.000000,0.094648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,196215.334467,-43684.695506,214.234157,0.000000,79.905352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T4-X1/1,42581,0.000000,-54.843534,0.150081,0.000000,0.011038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,640079.379887,-12085.727510,100.048697,0.000000,79.988962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P0-T4-X1/2,39368,0.000000,-86.361355,0.239971,0.000000,0.017146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,637536.361904,-12054.808324,100.456199,0.000000,79.982854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T4-X1/1,41001,0.000000,-102.584444,0.291399,0.000000,0.020804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,283196.502133,-26651.568696,199.909897,0.000000,79.979196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P1-T4-X1/2,35547,0.000000,-155.913665,0.449452,0.000000,0.031170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,284490.078101,-26392.398380,200.219429,0.000000,79.968830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
simulations/P2-T4-X1/1,38776,0.000000,-248.333783,0.705698,0.000000,0.050444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38509.289993,-163569.866619,410.393528,0.000000,79.949556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
