Temperature,Pressure_id,Init mol 0,Init mol 1,Init mol 2,Init mol 3,Init mol 4,Init mol 5,Init mol 6,Init mol 7,Cycles,Box 0 volume,Box 0 energy,Box 0 pressure,Box 0 mol 0,Box 0 mol 1,Box 0 mol 2,Box 0 mol 3,Box 0 mol 4,Box 0 mol 5,Box 0 mol 6,Box 0 mol 7,Box 1 volume,Box 1 energy,Box 1 pressure,Box 1 mol 0,Box 1 mol 1,Box 1 mol 2,Box 1 mol 3,Box 1 mol 4,Box 1 mol 5,Box 1 mol 6,Box 1 mol 7
450,0,0.0,0.0,60.0,0.0,20.0,0.0,0.0,0.0,37523.0,0.0,-71990.0091785,80.0316525,0.0,0.0,7.554937000000001,0.0,2.1688795,0.0,0.0,0.0,17604486.556723498,-533.0524379999999,2.4995445,0.0,0.0,52.445063000000005,0.0,17.831120499999997,0.0,0.0,0.0
450,0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,31301.5,0.0,-41094.0964085,50.8618685,0.0,0.0,2.4339304999999998,0.0,0.0,3.356788,0.0,0.0,18582261.5120235,25720.019062,2.496254,0.0,0.0,17.566069499999998,0.0,0.0,56.643212,0.0,0.0
450,0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,35027.5,0.0,-56319.893901,65.7315065,0.0,0.0,5.3708805,0.0,0.0,2.2876595,0.0,0.0,18068628.4563685,17009.578234,2.5034159999999996,0.0,0.0,34.6291195,0.0,0.0,37.712340499999996,0.0,0.0
450,0,0.0,0.0,60.0,0.0,0.0,20.0,0.0,0.0,37040.5,0.0,-67601.1359105,74.43335,0.0,0.0,7.8870415000000005,0.0,0.0,1.1330805000000002,0.0,0.0,17745766.0366075,8182.0222545,2.499898,0.0,0.0,52.1129585,0.0,0.0,18.8669195,0.0,0.0
450,0,0.0,0.0,20.0,0.0,0.0,0.0,375.0,0.0,19970.5,0.0,-69722.641345,89.197457,0.0,0.0,9.0310945,0.0,0.0,0.0,1.491651,0.0,3375022.4339335,-245.6131035,71.219685,0.0,0.0,10.9689055,0.0,0.0,0.0,373.508349,0.0
450,0,0.0,0.0,40.0,0.0,0.0,0.0,250.0,0.0,20939.0,0.0,-72836.1644925,81.17289,0.0,0.0,9.532413,0.0,0.0,0.0,0.44632499999999997,0.0,7358071.5723875,-363.8328215,23.7581545,0.0,0.0,30.467587,0.0,0.0,0.0,249.553675,0.0
450,0,0.0,0.0,60.0,0.0,0.0,0.0,125.0,0.0,25343.0,0.0,-71469.8556085,76.2332445,0.0,0.0,9.3836965,0.0,0.0,0.0,0.1288865,0.0,12518868.552378,-480.184189,8.741389000000002,0.0,0.0,50.6163035,0.0,0.0,0.0,124.8711135,0.0
450,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,112.0,56856.5,0.0,-17092.464072000002,31.715609999999998,0.0,0.0,1.5713425,0.0,0.0,0.0,0.0,1.6821975,32213111.684490502,-129.020402,2.5003395,0.0,0.0,18.4286575,0.0,0.0,0.0,0.0,110.3178025
450,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,75.0,48094.5,0.0,-29298.8902815,42.9894025,0.0,0.0,3.349847,0.0,0.0,0.0,0.0,1.270443,27645415.474783003,-218.599196,2.5020775,0.0,0.0,36.650153,0.0,0.0,0.0,0.0,73.729557
450,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,38.0,35266.5,0.0,-46701.383476,57.3425785,0.0,0.0,5.839322,0.0,0.0,0.0,0.0,0.754644,22857712.967060998,-346.126722,2.5015285,0.0,0.0,54.160678000000004,0.0,0.0,0.0,0.0,37.245356
450,0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,34293.0,0.0,-51232.301539,71.8878785,0.0,0.0,0.0,1.7492795,6.143908,0.0,0.0,0.0,18074375.750751,-359.047097,2.4989795,0.0,0.0,0.0,18.2507205,53.856092000000004,0.0,0.0,0.0
450,0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,37066.5,0.0,-45807.8099765,68.535696,0.0,0.0,0.0,3.53038,3.8878820000000003,0.0,0.0,0.0,18248830.292666,-310.7996095,2.4977305000000003,0.0,0.0,0.0,36.469620000000006,36.112118,0.0,0.0,0.0
450,0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,37046.5,0.0,-41983.02952,67.242334,0.0,0.0,0.0,5.252642,1.924558,0.0,0.0,0.0,18296381.452515997,-272.7388555,2.5012775,0.0,0.0,0.0,54.747358000000006,18.075442000000002,0.0,0.0,0.0
450,0,0.0,0.0,0.0,20.0,0.0,60.0,0.0,0.0,30443.5,0.0,-33558.897636,48.6553435,0.0,0.0,0.0,1.847748,0.0,3.4610205,0.0,0.0,18704574.8516845,25827.087822499998,2.494259,0.0,0.0,0.0,18.152252,0.0,56.538979499999996,0.0,0.0
450,0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,34051.0,0.0,-33751.7381735,53.2233145,0.0,0.0,0.0,3.6743455000000003,0.0,1.9987679999999999,0.0,0.0,18625889.439967,17234.569025999997,2.5052255,0.0,0.0,0.0,36.3256545,0.0,38.001232,0.0,0.0
450,0,0.0,0.0,0.0,60.0,0.0,20.0,0.0,0.0,34944.5,0.0,-36961.634261,60.866608,0.0,0.0,0.0,5.2911965,0.0,1.157499,0.0,0.0,18453809.376157,8495.727053999999,2.4963230000000003,0.0,0.0,0.0,54.7088035,0.0,18.842501,0.0,0.0
450,0,0.0,0.0,0.0,20.0,0.0,0.0,375.0,0.0,18556.0,0.0,-39978.6091725,83.69494900000001,0.0,0.0,0.0,7.106409,0.0,0.0,1.5464615,0.0,3393547.6180825,-200.073167,71.19339550000001,0.0,0.0,0.0,12.893591,0.0,0.0,373.4535385,0.0
450,0,0.0,0.0,0.0,40.0,0.0,0.0,250.0,0.0,21665.0,0.0,-42257.159039,77.3523855,0.0,0.0,0.0,7.613063,0.0,0.0,0.468411,0.0,7405681.36489,-205.01000950000002,23.7749775,0.0,0.0,0.0,32.386937,0.0,0.0,249.531589,0.0
450,0,0.0,0.0,0.0,60.0,0.0,0.0,125.0,0.0,26489.5,0.0,-40118.700792999996,70.3914925,0.0,0.0,0.0,7.2580425,0.0,0.0,0.146929,0.0,12681463.626052,-214.79672399999998,8.7348005,0.0,0.0,0.0,52.7419575,0.0,0.0,124.853071,0.0
450,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,112.0,55406.0,0.0,-11525.5793095,28.0565585,0.0,0.0,0.0,1.1535115,0.0,0.0,0.0,1.674207,32340085.8154985,-102.00523,2.5001534999999997,0.0,0.0,0.0,18.8464885,0.0,0.0,0.0,110.325793
450,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,75.0,42928.5,0.0,-18207.268427,38.002734000000004,0.0,0.0,0.0,2.5926695,0.0,0.0,0.0,1.2713985,27823285.7257885,-130.4423905,2.5027685,0.0,0.0,0.0,37.4073305,0.0,0.0,0.0,73.7286015
450,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,38.0,39057.0,0.0,-26736.448737,50.627989,0.0,0.0,0.0,4.4106705,0.0,0.0,0.0,0.780617,23251384.087042503,-170.96178,2.4993355,0.0,0.0,0.0,55.589329500000005,0.0,0.0,0.0,37.219383
450,0,0.0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,31992.0,0.0,-35647.600108,47.973046,0.0,0.0,0.0,0.0,1.8913695000000001,3.3936695,0.0,0.0,18680788.801218003,25843.568413499997,2.49904,0.0,0.0,0.0,0.0,18.108630499999997,56.6063305,0.0,0.0
450,0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,34415.0,0.0,-42216.451085,57.681517,0.0,0.0,0.0,0.0,3.894011,2.3377495,0.0,0.0,18498560.130365998,17013.237357,2.4907205,0.0,0.0,0.0,0.0,36.105989,37.6622505,0.0,0.0
